1.000000000000000000e+01,9.658119658119658224e-01,5.402298850574712707e-01,7.402414722775759737e-01
2.000000000000000000e+01,9.662393162393162482e-01,5.485714285714287097e-01,7.455046301723127211e-01
3.000000000000000000e+01,9.696581196581196549e-01,5.696969696969695907e-01,7.422459266205604367e-01
4.000000000000000000e+01,9.688034188034188032e-01,5.628742514970058730e-01,7.418004923221193092e-01
5.000000000000000000e+01,9.670940170940170999e-01,5.600000000000000533e-01,7.509905052162700878e-01
6.000000000000000000e+01,9.641025641025641191e-01,5.333333333333333259e-01,7.443910444262102910e-01
7.000000000000000000e+01,9.722222222222222099e-01,5.859872611464969072e-01,7.385417887703668027e-01
8.000000000000000000e+01,9.722222222222222099e-01,5.911949685534590992e-01,7.435822295158833750e-01
9.000000000000000000e+01,9.717948717948717841e-01,5.875000000000000222e-01,7.433595123666627558e-01
1.000000000000000000e+02,9.696581196581196549e-01,5.534591194968552230e-01,7.271246043840113860e-01
1.100000000000000000e+02,9.666666666666666741e-01,5.517241379310345861e-01,7.457273473215332293e-01
1.200000000000000000e+02,9.743589743589743390e-01,6.052631578947368363e-01,7.396553745164693439e-01
1.300000000000000000e+02,9.709401709401709324e-01,5.696202531645568889e-01,7.328331965771890388e-01
1.400000000000000000e+02,9.705128205128205066e-01,5.766871165644171793e-01,7.426913609190013421e-01
1.500000000000000000e+02,9.756410256410256165e-01,6.068965517241379226e-01,7.302426444730981681e-01
1.600000000000000000e+02,9.713675213675213582e-01,5.838509316770186253e-01,7.431367952174422475e-01
1.700000000000000000e+02,9.688034188034188032e-01,5.628742514970058730e-01,7.418004923221193092e-01
1.800000000000000000e+02,9.709401709401709324e-01,5.802469135802469369e-01,7.429140780682218503e-01
1.900000000000000000e+02,9.730769230769230616e-01,5.987261146496815067e-01,7.440276638143242804e-01
2.000000000000000000e+02,9.735042735042734874e-01,6.025641025641025328e-01,7.442503809635447887e-01
2.100000000000000000e+02,9.709401709401709324e-01,5.802469135802469369e-01,7.429140780682218503e-01
2.200000000000000000e+02,9.670940170940170999e-01,5.497076023391812560e-01,7.409096237252374983e-01
2.300000000000000000e+02,9.760683760683760424e-01,6.056338028169013787e-01,7.254249208768022150e-01
2.400000000000000000e+02,9.602564102564102866e-01,5.181347150259068002e-01,7.524674715742585285e-01
2.500000000000000000e+02,9.688034188034188032e-01,5.730994152046784418e-01,7.518813738131520097e-01
2.600000000000000000e+02,9.666666666666666741e-01,5.465116279069767158e-01,7.406869065760168791e-01
2.700000000000000000e+02,9.726495726495726357e-01,5.897435897435897578e-01,7.387645059195873110e-01
2.800000000000000000e+02,9.645299145299145449e-01,5.363128491620111626e-01,7.446137615754307992e-01
2.900000000000000000e+02,9.683760683760683774e-01,5.595238095238095344e-01,7.415777751728989120e-01
3.000000000000000000e+02,9.730769230769230616e-01,5.987261146496815067e-01,7.440276638143242804e-01
3.100000000000000000e+02,9.615384615384615641e-01,5.263157894736841813e-01,7.531356230219200532e-01
