1.000000000000000000e+01,9.653846153846153966e-01,5.524861878453038999e-01,7.551400773649044051e-01
2.000000000000000000e+01,9.636752136752136932e-01,5.029239766081872176e-01,7.189661235494080316e-01
3.000000000000000000e+01,9.705128205128205066e-01,5.714285714285715079e-01,7.376509201734849919e-01
4.000000000000000000e+01,9.653846153846153966e-01,5.474860335195531613e-01,7.500996366193881659e-01
5.000000000000000000e+01,9.568376068376068799e-01,4.873096446700507789e-01,7.406048528894619842e-01
6.000000000000000000e+01,9.491452991452991039e-01,4.663677130044843189e-01,7.567577071855584592e-01
7.000000000000000000e+01,9.636752136752136932e-01,5.355191256830601487e-01,7.492087680225062440e-01
8.000000000000000000e+01,9.653846153846153966e-01,5.474860335195531613e-01,7.500996366193881659e-01
9.000000000000000000e+01,9.628205128205128416e-01,5.028571428571428914e-01,7.235611299964834764e-01
1.000000000000000000e+02,9.611111111111111382e-01,5.235602094240837667e-01,7.529129058726995449e-01
1.100000000000000000e+02,9.645299145299145449e-01,5.513513513513512709e-01,7.597350838119797389e-01
1.200000000000000000e+02,9.440170940170939939e-01,4.329004329004329521e-01,7.440042199038798820e-01
1.300000000000000000e+02,9.619658119658119899e-01,4.795321637426900874e-01,7.079943734614934092e-01
1.400000000000000000e+02,9.568376068376068799e-01,4.975124378109452294e-01,7.506857343804945737e-01
1.500000000000000000e+02,9.525641025641025106e-01,4.585365853658536772e-01,7.333372406517407738e-01
1.600000000000000000e+02,9.632478632478632674e-01,5.425531914893617635e-01,7.590669323643183253e-01
1.700000000000000000e+02,9.572649572649573058e-01,5.000000000000000000e-01,7.509084515297150819e-01
1.800000000000000000e+02,9.700854700854700807e-01,5.454545454545455252e-01,7.172664400421991937e-01
1.900000000000000000e+02,9.602564102564102866e-01,5.130890052356020803e-01,7.474270308287421782e-01
2.000000000000000000e+02,9.636752136752136932e-01,5.303867403314918016e-01,7.441683272769897828e-01
2.100000000000000000e+02,9.683760683760683774e-01,5.316455696202531112e-01,7.163755714453170498e-01
2.200000000000000000e+02,9.564102564102564541e-01,4.900000000000000466e-01,7.454225764857578262e-01
2.300000000000000000e+02,9.611111111111111382e-01,5.235602094240837667e-01,7.529129058726995449e-01
2.400000000000000000e+02,9.478632478632478264e-01,4.601769911504424715e-01,7.560895557378970455e-01
2.500000000000000000e+02,9.653846153846153966e-01,5.423728813559322015e-01,7.450591958738717047e-01
2.600000000000000000e+02,9.512820512820512331e-01,4.722222222222222099e-01,7.528308521861446501e-01
2.700000000000000000e+02,9.679487179487179516e-01,5.714285714285713969e-01,7.564763802602273435e-01
2.800000000000000000e+02,9.641025641025641191e-01,5.531914893617021489e-01,7.645528074082756920e-01
2.900000000000000000e+02,9.555555555555556024e-01,4.901960784313725283e-01,7.500175829328331600e-01
3.000000000000000000e+02,9.457264957264956973e-01,4.253393665158370918e-01,7.297737662642128642e-01
3.100000000000000000e+02,9.512820512820512331e-01,4.864864864864865135e-01,7.679521744226937008e-01
3.200000000000000000e+02,9.602564102564102866e-01,5.181347150259068002e-01,7.524674715742585285e-01
