1.000000000000000000e+02,9.696581196581196549e-01,5.942857142857143060e-01,7.674481303481419658e-01
2.000000000000000000e+02,9.705128205128205066e-01,6.011560693641618824e-01,7.678935646465830933e-01
3.000000000000000000e+02,9.662393162393162482e-01,5.635359116022099490e-01,7.606259524088617718e-01
4.000000000000000000e+02,9.688034188034188032e-01,5.780346820809248998e-01,7.569218145586682489e-01
5.000000000000000000e+02,9.670940170940170999e-01,5.600000000000000533e-01,7.509905052162700878e-01
6.000000000000000000e+02,9.632478632478632674e-01,5.425531914893617635e-01,7.590669323643183253e-01
7.000000000000000000e+02,9.722222222222222099e-01,6.060606060606060774e-01,7.587035517524322037e-01
8.000000000000000000e+02,9.692307692307692291e-01,5.909090909090908283e-01,7.672254131989215686e-01
9.000000000000000000e+02,9.666666666666666741e-01,5.666666666666666519e-01,7.608486695580821690e-01
1.000000000000000000e+03,9.683760683760683774e-01,5.795454545454545858e-01,7.617395381549642019e-01
1.100000000000000000e+03,9.713675213675213582e-01,5.988023952095807845e-01,7.582581174539912983e-01
1.200000000000000000e+03,9.700854700854700807e-01,5.930232558139535426e-01,7.626304067518462348e-01
1.300000000000000000e+03,9.679487179487179516e-01,5.762711864406779849e-01,7.615168210057436937e-01
1.400000000000000000e+03,9.662393162393162482e-01,5.729729729729728938e-01,7.707068338998944723e-01
1.500000000000000000e+03,9.679487179487179516e-01,5.810055865921788243e-01,7.665572617512601550e-01
1.600000000000000000e+03,9.653846153846153966e-01,5.573770491803279326e-01,7.601805181104207554e-01
1.700000000000000000e+03,9.666666666666666741e-01,5.760869565217391353e-01,7.709295510491149805e-01
1.800000000000000000e+03,9.641025641025641191e-01,5.531914893617021489e-01,7.645528074082756920e-01
1.900000000000000000e+03,9.692307692307692291e-01,5.862068965517241992e-01,7.621849724534051074e-01
2.000000000000000000e+03,9.683760683760683774e-01,5.747126436781608838e-01,7.566990974094478517e-01
