1.000000000000000000e+02,9.726495726495726357e-01,6.049382716049384046e-01,7.538858281561364727e-01
2.000000000000000000e+02,9.730769230769230616e-01,6.086956521739130821e-01,7.541085453053569809e-01
3.000000000000000000e+02,9.730769230769230616e-01,6.086956521739130821e-01,7.541085453053569809e-01
4.000000000000000000e+02,9.730769230769230616e-01,6.086956521739130821e-01,7.541085453053569809e-01
5.000000000000000000e+02,9.735042735042734874e-01,6.125000000000000444e-01,7.543312624545773781e-01
6.000000000000000000e+02,9.735042735042734874e-01,6.125000000000000444e-01,7.543312624545773781e-01
7.000000000000000000e+02,9.726495726495726357e-01,6.049382716049384046e-01,7.538858281561364727e-01
8.000000000000000000e+02,9.722222222222222099e-01,6.012269938650307566e-01,7.536631110069159645e-01
9.000000000000000000e+02,9.722222222222222099e-01,6.012269938650307566e-01,7.536631110069159645e-01
1.000000000000000000e+03,9.726495726495726357e-01,5.999999999999999778e-01,7.488453874106201225e-01
1.100000000000000000e+03,9.726495726495726357e-01,6.049382716049384046e-01,7.538858281561364727e-01
1.200000000000000000e+03,9.730769230769230616e-01,6.086956521739130821e-01,7.541085453053569809e-01
1.300000000000000000e+03,9.730769230769230616e-01,6.086956521739130821e-01,7.541085453053569809e-01
1.400000000000000000e+03,9.722222222222222099e-01,6.012269938650307566e-01,7.536631110069159645e-01
1.500000000000000000e+03,9.726495726495726357e-01,6.049382716049384046e-01,7.538858281561364727e-01
1.600000000000000000e+03,9.726495726495726357e-01,6.049382716049384046e-01,7.538858281561364727e-01
1.700000000000000000e+03,9.722222222222222099e-01,6.012269938650307566e-01,7.536631110069159645e-01
1.800000000000000000e+03,9.735042735042734874e-01,6.125000000000000444e-01,7.543312624545773781e-01
1.900000000000000000e+03,9.717948717948717841e-01,5.975609756097560732e-01,7.534403938576955673e-01
2.000000000000000000e+03,9.735042735042734874e-01,6.125000000000000444e-01,7.543312624545773781e-01
